CATEGORY,MEDICINE,UNITPRICE,MONTH,Sales,lag_1,rolling_mean_3,Date,month,quarter
Bones & Joints,Abies Alba | UNDA Gemmo | 125 mL,45.5,April,2279,1250,1668.333333,4/1/2024,4,2
Nervous System,Active Sustain | Xymogen® | Antioxidant and Wellness Formula | 120 Capsules,67.25,May,1965,2130,2637.666667,5/1/2024,5,2
Nervous System,Active Sustain | Xymogen® | Antioxidant and Wellness Formula | 120 Capsules,67.25,June,2060,1965,2293.333333,6/1/2024,6,2
Nervous System,Active Sustain | Xymogen® | Antioxidant and Wellness Formula | 120 Capsules,67.25,July,2172,2060,2051.666667,7/1/2024,7,3
Nervous System,Active Sustain | Xymogen® | Antioxidant and Wellness Formula | 120 Capsules,67.25,August,2842,2172,2065.666667,8/1/2024,8,3
Nervous System,Active Sustain | Xymogen® | Antioxidant and Wellness Formula | 120 Capsules,67.25,September,1079,2842,2358,9/1/2024,9,3
Nervous System,Active Sustain | Xymogen® | Antioxidant and Wellness Formula | 120 Capsules,67.25,October,1595,1079,2031,10/1/2024,10,4
Nervous System,Active Sustain | Xymogen® | Antioxidant and Wellness Formula | 120 Capsules,67.25,November,2245,1595,1838.666667,11/1/2024,11,4
Nervous System,Active Sustain | Xymogen® | Antioxidant and Wellness Formula | 120 Capsules,67.25,December,2065,2245,1639.666667,12/1/2024,12,4
Nervous System,Adrenal SAP | NFH | 90 Capsules,35.82,January,2276,2106,1982,1/1/2024,1,1
Nervous System,Adrenal SAP | NFH | 90 Capsules,35.82,February,1089,2276,2209,2/1/2024,2,1
Nervous System,Adrenal SAP | NFH | 90 Capsules,35.82,March,2208,1089,1823.666667,3/1/2024,3,1
Nervous System,Adrenal SAP | NFH | 90 Capsules,35.82,April,2560,2208,1857.666667,4/1/2024,4,2
Nervous System,Adrenal SAP | NFH | 90 Capsules,35.82,May,2692,2560,1952.333333,5/1/2024,5,2
Nervous System,Adrenal SAP | NFH | 90 Capsules,35.82,June,2220,2692,2486.666667,6/1/2024,6,2
Nervous System,Adrenal SAP | NFH | 90 Capsules,35.82,July,1432,2220,2490.666667,7/1/2024,7,3
Nervous System,Adrenal SAP | NFH | 90 Capsules,35.82,August,2021,1432,2114.666667,8/1/2024,8,3
Nervous System,Adrenal SAP | NFH | 90 Capsules,35.82,September,2583,2021,1891,9/1/2024,9,3
Nervous System,Adrenal SAP | NFH | 90 Capsules,35.82,October,2199,2583,2012,10/1/2024,10,4
Nervous System,Adrenal SAP | NFH | 90 Capsules,35.82,November,1942,2199,2267.666667,11/1/2024,11,4
Nervous System,Adrenal SAP | NFH | 90 Capsules,35.82,December,1029,1942,2241.333333,12/1/2024,12,4
Nervous System,Adreno Restore | Genestra Brands | 90 Capsules,32.99,January,2295,1986,2042.333333,1/1/2024,1,1
Nervous System,Adreno Restore | Genestra Brands | 90 Capsules,32.99,February,2884,2295,2074.333333,2/1/2024,2,1
Nervous System,Adreno Restore | Genestra Brands | 90 Capsules,32.99,March,2741,2884,2388.333333,3/1/2024,3,1
Nervous System,Adreno Restore | Genestra Brands | 90 Capsules,32.99,April,2278,2741,2640,4/1/2024,4,2
Nervous System,Adreno Restore | Genestra Brands | 90 Capsules,32.99,May,2011,2278,2634.333333,5/1/2024,5,2
Nervous System,Adreno Restore | Genestra Brands | 90 Capsules,32.99,June,2784,2011,2343.333333,6/1/2024,6,2
Nervous System,Adreno Restore | Genestra Brands | 90 Capsules,32.99,July,2536,2784,2357.666667,7/1/2024,7,3
Nervous System,Adreno Restore | Genestra Brands | 90 Capsules,32.99,August,1442,2536,2443.666667,8/1/2024,8,3
Nervous System,Adreno Restore | Genestra Brands | 90 Capsules,32.99,September,1992,1442,2254,9/1/2024,9,3
Nervous System,Adreno Restore | Genestra Brands | 90 Capsules,32.99,October,1121,1992,1990,10/1/2024,10,4
Nervous System,Adreno Restore | Genestra Brands | 90 Capsules,32.99,November,2506,1121,1518.333333,11/1/2024,11,4
Nervous System,Adreno Restore | Genestra Brands | 90 Capsules,32.99,December,2679,2506,1873,12/1/2024,12,4
Nervous System,Advanced Magnesium Complex | AOR™ | 90 or 180 Capsules,77,January,1078,2170,1932.333333,1/1/2024,1,1
Nervous System,Advanced Magnesium Complex | AOR™ | 90 or 180 Capsules,77,February,1019,1078,1918,2/1/2024,2,1
Nervous System,Advanced Magnesium Complex | AOR™ | 90 or 180 Capsules,77,March,2818,1019,1422.333333,3/1/2024,3,1
Nervous System,Advanced Magnesium Complex | AOR™ | 90 or 180 Capsules,77,April,1421,2818,1638.333333,4/1/2024,4,2
Nervous System,Advanced Magnesium Complex | AOR™ | 90 or 180 Capsules,77,May,2552,1421,1752.666667,5/1/2024,5,2
Nervous System,Advanced Magnesium Complex | AOR™ | 90 or 180 Capsules,77,June,1457,2552,2263.666667,6/1/2024,6,2
Nervous System,Advanced Magnesium Complex | AOR™ | 90 or 180 Capsules,77,July,1419,1457,1810,7/1/2024,7,3
Nervous System,Advanced Magnesium Complex | AOR™ | 90 or 180 Capsules,77,August,1459,1419,1809.333333,8/1/2024,8,3
Nervous System,Advanced Magnesium Complex | AOR™ | 90 or 180 Capsules,77,September,2209,1459,1445,9/1/2024,9,3
Nervous System,Advanced Magnesium Complex | AOR™ | 90 or 180 Capsules,77,October,1333,2209,1695.666667,10/1/2024,10,4
Nervous System,Advanced Magnesium Complex | AOR™ | 90 or 180 Capsules,77,November,1640,1333,1667,11/1/2024,11,4
Nervous System,Advanced Magnesium Complex | AOR™ | 90 or 180 Capsules,77,December,2935,1640,1727.333333,12/1/2024,12,4
Nervous System,Alpha Lipoic Acid 600 mg | Pure Encapsulations® | 60 or 120 Vegetable Capsules,42.99,January,1828,2756,1909.666667,1/1/2024,1,1
Nervous System,Alpha Lipoic Acid 600 mg | Pure Encapsulations® | 60 or 120 Vegetable Capsules,42.99,February,1478,1828,2074.666667,2/1/2024,2,1
Nervous System,Alpha Lipoic Acid 600 mg | Pure Encapsulations® | 60 or 120 Vegetable Capsules,42.99,March,2092,1478,2020.666667,3/1/2024,3,1
Nervous System,Alpha Lipoic Acid 600 mg | Pure Encapsulations® | 60 or 120 Vegetable Capsules,42.99,April,2215,2092,1799.333333,4/1/2024,4,2
Nervous System,Alpha Lipoic Acid 600 mg | Pure Encapsulations® | 60 or 120 Vegetable Capsules,42.99,May,2503,2215,1928.333333,5/1/2024,5,2
Nervous System,Alpha Lipoic Acid 600 mg | Pure Encapsulations® | 60 or 120 Vegetable Capsules,42.99,June,2869,2503,2270,6/1/2024,6,2
Nervous System,Alpha Lipoic Acid 600 mg | Pure Encapsulations® | 60 or 120 Vegetable Capsules,42.99,July,2556,2869,2529,7/1/2024,7,3
Nervous System,Alpha Lipoic Acid 600 mg | Pure Encapsulations® | 60 or 120 Vegetable Capsules,42.99,August,2972,2556,2642.666667,8/1/2024,8,3
Nervous System,Alpha Lipoic Acid 600 mg | Pure Encapsulations® | 60 or 120 Vegetable Capsules,42.99,September,2191,2972,2799,9/1/2024,9,3
Nervous System,Alpha Lipoic Acid 600 mg | Pure Encapsulations® | 60 or 120 Vegetable Capsules,42.99,October,2449,2191,2573,10/1/2024,10,4
Nervous System,Alpha Lipoic Acid 600 mg | Pure Encapsulations® | 60 or 120 Vegetable Capsules,42.99,November,1177,2449,2537.333333,11/1/2024,11,4
Nervous System,Alpha Lipoic Acid 600 mg | Pure Encapsulations® | 60 or 120 Vegetable Capsules,42.99,December,1769,1177,1939,12/1/2024,12,4
Nervous System,Alpha-Lipoic Acid | Thorne® | 60 Capsules,42.99,January,2073,2982,2202.666667,1/1/2024,1,1
Nervous System,Alpha-Lipoic Acid | Thorne® | 60 Capsules,42.99,February,1687,2073,2077.333333,2/1/2024,2,1
Nervous System,Alpha-Lipoic Acid | Thorne® | 60 Capsules,42.99,March,1429,1687,2247.333333,3/1/2024,3,1
Nervous System,Alpha-Lipoic Acid | Thorne® | 60 Capsules,42.99,April,2861,1429,1729.666667,4/1/2024,4,2
Nervous System,Alpha-Lipoic Acid | Thorne® | 60 Capsules,42.99,May,2516,2861,1992.333333,5/1/2024,5,2
Nervous System,Alpha-Lipoic Acid | Thorne® | 60 Capsules,42.99,June,1962,2516,2268.666667,6/1/2024,6,2
Nervous System,Alpha-Lipoic Acid | Thorne® | 60 Capsules,42.99,July,1503,1962,2446.333333,7/1/2024,7,3
Nervous System,Alpha-Lipoic Acid | Thorne® | 60 Capsules,42.99,August,1499,1503,1993.666667,8/1/2024,8,3
Nervous System,Alpha-Lipoic Acid | Thorne® | 60 Capsules,42.99,September,2738,1499,1654.666667,9/1/2024,9,3
Nervous System,Alpha-Lipoic Acid | Thorne® | 60 Capsules,42.99,October,2366,2738,1913.333333,10/1/2024,10,4
Nervous System,Alpha-Lipoic Acid | Thorne® | 60 Capsules,42.99,November,1598,2366,2201,11/1/2024,11,4
Nervous System,Alpha-Lipoic Acid | Thorne® | 60 Capsules,42.99,December,1227,1598,2234,12/1/2024,12,4
Nervous System,Arctic Cod Liver Oil Lemon | Nordic Naturals® | 273 mL (8 Ounces),35.99,January,2161,2951,2305,1/1/2024,1,1
Nervous System,Arctic Cod Liver Oil Lemon | Nordic Naturals® | 273 mL (8 Ounces),35.99,February,1572,2161,2236.666667,2/1/2024,2,1
Nervous System,Arctic Cod Liver Oil Lemon | Nordic Naturals® | 273 mL (8 Ounces),35.99,March,1237,1572,2228,3/1/2024,3,1
Nervous System,Arctic Cod Liver Oil Lemon | Nordic Naturals® | 273 mL (8 Ounces),35.99,April,1506,1237,1656.666667,4/1/2024,4,2
Nervous System,Arctic Cod Liver Oil Lemon | Nordic Naturals® | 273 mL (8 Ounces),35.99,May,2466,1506,1438.333333,5/1/2024,5,2
Nervous System,Arctic Cod Liver Oil Lemon | Nordic Naturals® | 273 mL (8 Ounces),35.99,June,1535,2466,1736.333333,6/1/2024,6,2
Nervous System,Arctic Cod Liver Oil Lemon | Nordic Naturals® | 273 mL (8 Ounces),35.99,July,2275,1535,1835.666667,7/1/2024,7,3
Nervous System,Arctic Cod Liver Oil Lemon | Nordic Naturals® | 273 mL (8 Ounces),35.99,August,1608,2275,2092,8/1/2024,8,3
Nervous System,Arctic Cod Liver Oil Lemon | Nordic Naturals® | 273 mL (8 Ounces),35.99,September,2483,1608,1806,9/1/2024,9,3
Nervous System,Arctic Cod Liver Oil Lemon | Nordic Naturals® | 273 mL (8 Ounces),35.99,October,1355,2483,2122,10/1/2024,10,4
Nervous System,Arctic Cod Liver Oil Lemon | Nordic Naturals® | 273 mL (8 Ounces),35.99,November,1968,1355,1815.333333,11/1/2024,11,4
Nervous System,Arctic Cod Liver Oil Lemon | Nordic Naturals® | 273 mL (8 Ounces),35.99,December,1418,1968,1935.333333,12/1/2024,12,4
Nervous System,Arctic-D™ Cod Liver Oil Liquid | Nordic Naturals® | 273 mL (8 Ounces),36.99,January,2990,2798,2040.333333,1/1/2024,1,1
Nervous System,Arctic-D™ Cod Liver Oil Liquid | Nordic Naturals® | 273 mL (8 Ounces),36.99,February,2030,2990,2585.333333,2/1/2024,2,1
Nervous System,Arctic-D™ Cod Liver Oil Liquid | Nordic Naturals® | 273 mL (8 Ounces),36.99,March,2342,2030,2606,3/1/2024,3,1
Nervous System,Arctic-D™ Cod Liver Oil Liquid | Nordic Naturals® | 273 mL (8 Ounces),36.99,April,1754,2342,2454,4/1/2024,4,2
Nervous System,Arctic-D™ Cod Liver Oil Liquid | Nordic Naturals® | 273 mL (8 Ounces),36.99,May,1279,1754,2042,5/1/2024,5,2
Nervous System,Arctic-D™ Cod Liver Oil Liquid | Nordic Naturals® | 273 mL (8 Ounces),36.99,June,1264,1279,1791.666667,6/1/2024,6,2
Nervous System,Arctic-D™ Cod Liver Oil Liquid | Nordic Naturals® | 273 mL (8 Ounces),36.99,July,1434,1264,1432.333333,7/1/2024,7,3
Nervous System,Arctic-D™ Cod Liver Oil Liquid | Nordic Naturals® | 273 mL (8 Ounces),36.99,August,1804,1434,1325.666667,8/1/2024,8,3
Nervous System,Arctic-D™ Cod Liver Oil Liquid | Nordic Naturals® | 273 mL (8 Ounces),36.99,September,1412,1804,1500.666667,9/1/2024,9,3
Nervous System,Arctic-D™ Cod Liver Oil Liquid | Nordic Naturals® | 273 mL (8 Ounces),36.99,October,2702,1412,1550,10/1/2024,10,4
Nervous System,Arctic-D™ Cod Liver Oil Liquid | Nordic Naturals® | 273 mL (8 Ounces),36.99,November,2044,2702,1972.666667,11/1/2024,11,4
Nervous System,Arctic-D™ Cod Liver Oil Liquid | Nordic Naturals® | 273 mL (8 Ounces),36.99,December,2712,2044,2052.666667,12/1/2024,12,4
Nervous System,Arctic™ Cod Liver Oil | Nordic Naturals® | 90 Softgels,58.99,January,2331,1658,2134.666667,1/1/2024,1,1
Nervous System,Arctic™ Cod Liver Oil | Nordic Naturals® | 90 Softgels,58.99,February,2136,2331,2011,2/1/2024,2,1
Nervous System,Arctic™ Cod Liver Oil | Nordic Naturals® | 90 Softgels,58.99,March,1762,2136,2041.666667,3/1/2024,3,1
Nervous System,Arctic™ Cod Liver Oil | Nordic Naturals® | 90 Softgels,58.99,April,2465,1762,2076.333333,4/1/2024,4,2
Nervous System,Arctic™ Cod Liver Oil | Nordic Naturals® | 90 Softgels,58.99,May,2638,2465,2121,5/1/2024,5,2
Nervous System,Arctic™ Cod Liver Oil | Nordic Naturals® | 90 Softgels,58.99,June,1023,2638,2288.333333,6/1/2024,6,2
Nervous System,Arctic™ Cod Liver Oil | Nordic Naturals® | 90 Softgels,58.99,July,1501,1023,2042,7/1/2024,7,3
Nervous System,Arctic™ Cod Liver Oil | Nordic Naturals® | 90 Softgels,58.99,August,1627,1501,1720.666667,8/1/2024,8,3
Nervous System,Arctic™ Cod Liver Oil | Nordic Naturals® | 90 Softgels,58.99,September,1052,1627,1383.666667,9/1/2024,9,3
Nervous System,Arctic™ Cod Liver Oil | Nordic Naturals® | 90 Softgels,58.99,October,2618,1052,1393.333333,10/1/2024,10,4
Nervous System,Arctic™ Cod Liver Oil | Nordic Naturals® | 90 Softgels,58.99,November,2531,2618,1765.666667,11/1/2024,11,4
Nervous System,Arctic™ Cod Liver Oil | Nordic Naturals® | 90 Softgels,58.99,December,1588,2531,2067,12/1/2024,12,4
Nervous System,Ashwagandha Matrix | CytoMatrix® | 60 Vegetable Capsules,34.99,January,1781,2549,2566,1/1/2024,1,1
Nervous System,Ashwagandha Matrix | CytoMatrix® | 60 Vegetable Capsules,34.99,February,1715,1781,2287,2/1/2024,2,1
Nervous System,Ashwagandha Matrix | CytoMatrix® | 60 Vegetable Capsules,34.99,March,1739,1715,2015,3/1/2024,3,1
Nervous System,Ashwagandha Matrix | CytoMatrix® | 60 Vegetable Capsules,34.99,April,1201,1739,1745,4/1/2024,4,2
Nervous System,Ashwagandha Matrix | CytoMatrix® | 60 Vegetable Capsules,34.99,May,1943,1201,1551.666667,5/1/2024,5,2
Nervous System,Ashwagandha Matrix | CytoMatrix® | 60 Vegetable Capsules,34.99,June,2283,1943,1627.666667,6/1/2024,6,2
Nervous System,Ashwagandha Matrix | CytoMatrix® | 60 Vegetable Capsules,34.99,July,2220,2283,1809,7/1/2024,7,3
Nervous System,Ashwagandha Matrix | CytoMatrix® | 60 Vegetable Capsules,34.99,August,1282,2220,2148.666667,8/1/2024,8,3
Nervous System,Ashwagandha Matrix | CytoMatrix® | 60 Vegetable Capsules,34.99,September,1339,1282,1928.333333,9/1/2024,9,3
Nervous System,Ashwagandha Matrix | CytoMatrix® | 60 Vegetable Capsules,34.99,October,2775,1339,1613.666667,10/1/2024,10,4
Nervous System,Ashwagandha Matrix | CytoMatrix® | 60 Vegetable Capsules,34.99,November,1426,2775,1798.666667,11/1/2024,11,4
Nervous System,Ashwagandha Matrix | CytoMatrix® | 60 Vegetable Capsules,34.99,December,1885,1426,1846.666667,12/1/2024,12,4
Nervous System,B Activ® | Xymogen® | 90 Capsules,14.31,January,1976,2032,2077.666667,1/1/2024,1,1
Nervous System,B Activ® | Xymogen® | 90 Capsules,14.31,February,1725,1976,1811.333333,2/1/2024,2,1
Nervous System,B Activ® | Xymogen® | 90 Capsules,14.31,March,1672,1725,1911,3/1/2024,3,1
Nervous System,B Activ® | Xymogen® | 90 Capsules,14.31,April,2151,1672,1791,4/1/2024,4,2
Nervous System,B Activ® | Xymogen® | 90 Capsules,14.31,May,2953,2151,1849.333333,5/1/2024,5,2
Nervous System,B Activ® | Xymogen® | 90 Capsules,14.31,June,1715,2953,2258.666667,6/1/2024,6,2
Nervous System,B Activ® | Xymogen® | 90 Capsules,14.31,July,2369,1715,2273,7/1/2024,7,3
Nervous System,B Activ® | Xymogen® | 90 Capsules,14.31,August,1203,2369,2345.666667,8/1/2024,8,3
Nervous System,B Activ® | Xymogen® | 90 Capsules,14.31,September,2582,1203,1762.333333,9/1/2024,9,3
Nervous System,B Activ® | Xymogen® | 90 Capsules,14.31,October,1921,2582,2051.333333,10/1/2024,10,4
Nervous System,B Activ® | Xymogen® | 90 Capsules,14.31,November,1949,1921,1902,11/1/2024,11,4
Nervous System,B Activ® | Xymogen® | 90 Capsules,14.31,December,2870,1949,2150.666667,12/1/2024,12,4
Nervous System,B Complex #12 | Thorne® | 60 Veg Capsules,31.25,January,2274,1798,1889.333333,1/1/2024,1,1
Nervous System,B Complex #12 | Thorne® | 60 Veg Capsules,31.25,February,1649,2274,2007,2/1/2024,2,1
Nervous System,B Complex #12 | Thorne® | 60 Veg Capsules,31.25,March,2597,1649,1907,3/1/2024,3,1
Nervous System,B Complex #12 | Thorne® | 60 Veg Capsules,31.25,April,2255,2597,2173.333333,4/1/2024,4,2
Nervous System,B Complex #12 | Thorne® | 60 Veg Capsules,31.25,May,1997,2255,2167,5/1/2024,5,2
Nervous System,B Complex #12 | Thorne® | 60 Veg Capsules,31.25,June,2184,1997,2283,6/1/2024,6,2
Nervous System,B Complex #12 | Thorne® | 60 Veg Capsules,31.25,July,1848,2184,2145.333333,7/1/2024,7,3
Nervous System,B Complex #12 | Thorne® | 60 Veg Capsules,31.25,August,1372,1848,2009.666667,8/1/2024,8,3
Nervous System,B Complex #12 | Thorne® | 60 Veg Capsules,31.25,September,2368,1372,1801.333333,9/1/2024,9,3
Nervous System,B Complex #12 | Thorne® | 60 Veg Capsules,31.25,October,1111,2368,1862.666667,10/1/2024,10,4
Nervous System,B Complex #12 | Thorne® | 60 Veg Capsules,31.25,November,1549,1111,1617,11/1/2024,11,4
Nervous System,B Complex #12 | Thorne® | 60 Veg Capsules,31.25,December,1630,1549,1676,12/1/2024,12,4
Nervous System,B-1 100mg | NOW® | 100 Tablets,28.3,April,2424,2201,2464,4/1/2024,4,2
Nervous System,B-1 100mg | NOW® | 100 Tablets,28.3,May,1821,2424,2348.333333,5/1/2024,5,2
Nervous System,B-1 100mg | NOW® | 100 Tablets,28.3,June,1666,1821,2148.666667,6/1/2024,6,2
Nervous System,B-1 100mg | NOW® | 100 Tablets,28.3,July,2214,1666,1970.333333,7/1/2024,7,3
Nervous System,B-1 100mg | NOW® | 100 Tablets,28.3,August,1060,2214,1900.333333,8/1/2024,8,3
Nervous System,B-1 100mg | NOW® | 100 Tablets,28.3,September,1534,1060,1646.666667,9/1/2024,9,3
Nervous System,B-1 100mg | NOW® | 100 Tablets,28.3,October,1409,1534,1602.666667,10/1/2024,10,4
Nervous System,B-1 100mg | NOW® | 100 Tablets,28.3,November,1206,1409,1334.333333,11/1/2024,11,4
Nervous System,B-1 100mg | NOW® | 100 Tablets,28.3,December,2912,1206,1383,12/1/2024,12,4
Nervous System,B-Complex #6 | Throne® | 60 Capsules,11.99,January,2536,1848,1487.666667,1/1/2024,1,1
Nervous System,B-Complex #6 | Throne® | 60 Capsules,11.99,February,2735,2536,1863.333333,2/1/2024,2,1
Nervous System,B-Complex #6 | Throne® | 60 Capsules,11.99,March,1517,2735,2373,3/1/2024,3,1
Nervous System,B-Complex #6 | Throne® | 60 Capsules,11.99,April,1936,1517,2262.666667,4/1/2024,4,2
Nervous System,B-Complex #6 | Throne® | 60 Capsules,11.99,May,1814,1936,2062.666667,5/1/2024,5,2
Nervous System,B-Complex #6 | Throne® | 60 Capsules,11.99,June,2714,1814,1755.666667,6/1/2024,6,2
Nervous System,B-Complex #6 | Throne® | 60 Capsules,11.99,July,1429,2714,2154.666667,7/1/2024,7,3
Nervous System,B-Complex #6 | Throne® | 60 Capsules,11.99,August,2262,1429,1985.666667,8/1/2024,8,3
Nervous System,B-Complex #6 | Throne® | 60 Capsules,11.99,September,1558,2262,2135,9/1/2024,9,3
Nervous System,B-Complex #6 | Throne® | 60 Capsules,11.99,October,2234,1558,1749.666667,10/1/2024,10,4
Nervous System,B-Complex #6 | Throne® | 60 Capsules,11.99,November,1607,2234,2018,11/1/2024,11,4
Nervous System,B-Complex #6 | Throne® | 60 Capsules,11.99,December,2052,1607,1799.666667,12/1/2024,12,4
Nervous System,B-Complex SAP | NFH | 60 Capsules,40.5,January,1051,1799,1880,1/1/2024,1,1
Nervous System,B-Complex SAP | NFH | 60 Capsules,40.5,February,2578,1051,1485.666667,2/1/2024,2,1
Nervous System,B-Complex SAP | NFH | 60 Capsules,40.5,March,1329,2578,1809.333333,3/1/2024,3,1
Nervous System,B-Complex SAP | NFH | 60 Capsules,40.5,April,1370,1329,1652.666667,4/1/2024,4,2
Nervous System,B-Complex SAP | NFH | 60 Capsules,40.5,May,1140,1370,1759,5/1/2024,5,2
Nervous System,B-Complex SAP | NFH | 60 Capsules,40.5,June,2237,1140,1279.666667,6/1/2024,6,2
Nervous System,B-Complex SAP | NFH | 60 Capsules,40.5,July,2896,2237,1582.333333,7/1/2024,7,3
Nervous System,B-Complex SAP | NFH | 60 Capsules,40.5,August,2461,2896,2091,8/1/2024,8,3
Nervous System,B-Complex SAP | NFH | 60 Capsules,40.5,September,1533,2461,2531.333333,9/1/2024,9,3
Nervous System,B-Complex SAP | NFH | 60 Capsules,40.5,October,2279,1533,2296.666667,10/1/2024,10,4
Nervous System,B-Complex SAP | NFH | 60 Capsules,40.5,November,1351,2279,2091,11/1/2024,11,4
Nervous System,B-Complex SAP | NFH | 60 Capsules,40.5,December,1103,1351,1721,12/1/2024,12,4
Nervous System,B12 1000 mcg | Bioclinic® Naturals | 60 Sublingual Tablets,19.99,January,2531,2793,2141,1/1/2024,1,1
Nervous System,B12 1000 mcg | Bioclinic® Naturals | 60 Sublingual Tablets,19.99,February,1018,2531,2225,2/1/2024,2,1
Nervous System,B12 1000 mcg | Bioclinic® Naturals | 60 Sublingual Tablets,19.99,March,1044,1018,2114,3/1/2024,3,1
Nervous System,B12 1000 mcg | Bioclinic® Naturals | 60 Sublingual Tablets,19.99,April,2019,1044,1531,4/1/2024,4,2
Nervous System,B12 1000 mcg | Bioclinic® Naturals | 60 Sublingual Tablets,19.99,May,1656,2019,1360.333333,5/1/2024,5,2
Nervous System,B12 1000 mcg | Bioclinic® Naturals | 60 Sublingual Tablets,19.99,June,1333,1656,1573,6/1/2024,6,2
Nervous System,B12 1000 mcg | Bioclinic® Naturals | 60 Sublingual Tablets,19.99,July,1233,1333,1669.333333,7/1/2024,7,3
Nervous System,B12 1000 mcg | Bioclinic® Naturals | 60 Sublingual Tablets,19.99,August,1218,1233,1407.333333,8/1/2024,8,3
Nervous System,B12 1000 mcg | Bioclinic® Naturals | 60 Sublingual Tablets,19.99,September,2176,1218,1261.333333,9/1/2024,9,3
Nervous System,B12 1000 mcg | Bioclinic® Naturals | 60 Sublingual Tablets,19.99,October,1591,2176,1542.333333,10/1/2024,10,4
Nervous System,B12 1000 mcg | Bioclinic® Naturals | 60 Sublingual Tablets,19.99,November,2946,1591,1661.666667,11/1/2024,11,4
Nervous System,B12 1000 mcg | Bioclinic® Naturals | 60 Sublingual Tablets,19.99,December,2264,2946,2237.666667,12/1/2024,12,4
Nervous System,B12 5000 Liquid | Pure Encapsulations®| 30 mL Liquid,34.25,January,1130,1376,1971,1/1/2024,1,1
Nervous System,B12 5000 Liquid | Pure Encapsulations®| 30 mL Liquid,34.25,February,1302,1130,1817.333333,2/1/2024,2,1
Nervous System,B12 5000 Liquid | Pure Encapsulations®| 30 mL Liquid,34.25,March,1158,1302,1269.333333,3/1/2024,3,1
Nervous System,B12 5000 Liquid | Pure Encapsulations®| 30 mL Liquid,34.25,April,1409,1158,1196.666667,4/1/2024,4,2
Nervous System,B12 5000 Liquid | Pure Encapsulations®| 30 mL Liquid,34.25,May,1182,1409,1289.666667,5/1/2024,5,2
Nervous System,B12 5000 Liquid | Pure Encapsulations®| 30 mL Liquid,34.25,June,1591,1182,1249.666667,6/1/2024,6,2
Nervous System,B12 5000 Liquid | Pure Encapsulations®| 30 mL Liquid,34.25,July,2831,1591,1394,7/1/2024,7,3
Nervous System,B12 5000 Liquid | Pure Encapsulations®| 30 mL Liquid,34.25,August,2421,2831,1868,8/1/2024,8,3
Nervous System,B12 5000 Liquid | Pure Encapsulations®| 30 mL Liquid,34.25,September,1405,2421,2281,9/1/2024,9,3
Nervous System,B12 5000 Liquid | Pure Encapsulations®| 30 mL Liquid,34.25,October,1482,1405,2219,10/1/2024,10,4
Nervous System,B12 5000 Liquid | Pure Encapsulations®| 30 mL Liquid,34.25,November,1092,1482,1769.333333,11/1/2024,11,4
Nervous System,B12 5000 Liquid | Pure Encapsulations®| 30 mL Liquid,34.25,December,2266,1092,1326.333333,12/1/2024,12,4
Nervous System,B12 5000 mcg | Bioclinic® Naturals | 60 Lozenges,34,January,2410,2794,1789.333333,1/1/2024,1,1
Nervous System,B12 5000 mcg | Bioclinic® Naturals | 60 Lozenges,34,February,1062,2410,2098.666667,2/1/2024,2,1
Nervous System,B12 5000 mcg | Bioclinic® Naturals | 60 Lozenges,34,March,2392,1062,2088.666667,3/1/2024,3,1
Nervous System,B12 5000 mcg | Bioclinic® Naturals | 60 Lozenges,34,April,1903,2392,1954.666667,4/1/2024,4,2
Nervous System,B12 5000 mcg | Bioclinic® Naturals | 60 Lozenges,34,May,2218,1903,1785.666667,5/1/2024,5,2
Nervous System,B12 5000 mcg | Bioclinic® Naturals | 60 Lozenges,34,June,1376,2218,2171,6/1/2024,6,2
Nervous System,B12 5000 mcg | Bioclinic® Naturals | 60 Lozenges,34,July,1818,1376,1832.333333,7/1/2024,7,3
Nervous System,B12 5000 mcg | Bioclinic® Naturals | 60 Lozenges,34,August,2132,1818,1804,8/1/2024,8,3
Nervous System,B12 5000 mcg | Bioclinic® Naturals | 60 Lozenges,34,September,1298,2132,1775.333333,9/1/2024,9,3
Nervous System,B12 5000 mcg | Bioclinic® Naturals | 60 Lozenges,34,October,2568,1298,1749.333333,10/1/2024,10,4
Nervous System,B12 5000 mcg | Bioclinic® Naturals | 60 Lozenges,34,November,1634,2568,1999.333333,11/1/2024,11,4
Nervous System,B12 5000 mcg | Bioclinic® Naturals | 60 Lozenges,34,December,1258,1634,1833.333333,12/1/2024,12,4
Nervous System,B12 Folate | Pure Encapsulations | 60 Capsules,32.3,January,1328,2181,2127.666667,1/1/2024,1,1
Nervous System,B12 Folate | Pure Encapsulations | 60 Capsules,32.3,February,2258,1328,1714.333333,2/1/2024,2,1
Nervous System,B12 Folate | Pure Encapsulations | 60 Capsules,32.3,March,1756,2258,1922.333333,3/1/2024,3,1
Nervous System,B12 Folate | Pure Encapsulations | 60 Capsules,32.3,April,2549,1756,1780.666667,4/1/2024,4,2
Nervous System,B12 Folate | Pure Encapsulations | 60 Capsules,32.3,May,2355,2549,2187.666667,5/1/2024,5,2
Nervous System,B12 Folate | Pure Encapsulations | 60 Capsules,32.3,June,1137,2355,2220,6/1/2024,6,2
Nervous System,B12 Folate | Pure Encapsulations | 60 Capsules,32.3,July,2320,1137,2013.666667,7/1/2024,7,3
